sidc,patterns
10062500002819000000,ПРОТИТАНКОВИЙ РІВ ТА ПІРАМІДИ|ПРОТИТАНКОВІ НАДОВБИ|ПРОТИТАНКОВІ ПІРАМІДИ
10061500322203000000,РЛК ЯСТРЕБ АВ|ROLL PARK
10061000001505040000,Р-934БМВ|Р-330Ж|РЕБ|рэб|КОМСТАНЦІЯ ПОДАВЛЕННЯ НАВІГАЦІЇПЛЕКС ПРОТИДІЇ БПЛА|РБ-301Б|ROSC 1|ROSC-1|СТАНЦІЯ ПОДАВЛЕННЯ НАВІГАЦІЇ|СТАНЦІЯ ПОДАВЛЕННЯ НАВІГАЦІЇ|ПОЛЕ-21|ПРИДУШЕННЯ ЗВ'ЯЗКУ|СТАНЦІЯ ПЕРЕШКОД СИСТЕМ НАВІГАЦІЇ|КОМПЛЕКС ПРИДУШЕННЯ СИГНАЛІВ НАВІГАЦІЙНИХ СИСТЕМ|БОРИСОГЛЕБСЬК-2|P-934БМВ|Р-934|СТВОРЕННЯ ПЕРЕШКОД|EW|TOOTH RIDGE|NAVIGATION JAMMER
10061500002001000000,ПЕЛЕНГ АЗАРТУ|АНТЕНА|ПЕЛЕНГ P-440|ПЕЛЕНГ R-419|АНТЕНИ|ПЕЛЕНГ ДМХ ЗВ'ЯЗКУ|Р-440|BROADCAST ANTENNA|АНТЕНА ЗВ’ЯЗКУ
10061000001110010000,Р-444|R-444|P-187|Р-187|R-187|R-168|Р-168|P-168|Р-392|DMR|ПЕЛЕНГ УКХ ЗВ'ЯЗКУ|P-392|АМ ЗВ'ЯЗКУ|R-392|R-409|R-412|R-415|R-419|R-423|R-438|R-440|R-441|R-794
10061000001110040000,СТАНЦІЯ СУПУТНИКОВОГО ЗВ`ЯЗКУ|ПЕЛЕНГ VSAT|ПЕЛЕНГАЦІЯ РАДІОСТАНЦІЇ VSAT|ПЕЛЕНГ РАДІОСТАНЦІЇ VSAT|ПЕЛЕНГ ТЕРМІНАЛУ СУПУТНИКОВОГО ЗВ'ЯЗКУ|Р-438|ПЕЛЕНГ R-438|P-438|VSAT|Р-441|Р-423|GROUND SATELLITES
10061000001110020000,Р-419|Р-415|Р-409|РЕЛЕ ЗВ’ЯЗКУ
10061002001100000000,ШТАБ|ШТАБА|ШТАБУ|ШТАБОМ|ШТАБЕ
10061500321111040000,ПАНЦИР-С1|ЗРГК ПАНЦИРЬ|ПАНЦИРЬ-С1|ЗГРК 96К6|ПАНЦИР-S1|ПАНЦИР-C1|ПАНЦИРЬ-С|96К6|ПАНЦИРЬ-С2|ЗРГК ПАНЦИР|ПАНЦИР С1|ПАНЦИР С2|ПАНЦИР-С2|SA-22
10061500332203000000,РЛС 9С18М1 КУПОЛ|9С36|9С32|АРК-1|9С18|9С15
10061500352203000000,96L6E|1Л125|1L125|НЕБО-СВУ|НЕБО СВУ|РЛС П-12|TIN SHIELD|NEBO-SVU
10061500331111040000,ЗРК БУК|БУК-М3|БУК-М1|9К317М|БУК М2|БУК-М2|БУК М1|9К37|БУК М3|БУК|9А317|BUK M2|BUK M3|SA-11|SA-17|SA-27|BUK-M1|BUK-M2|BUK-M3|BUK-M
10061002001100000000,ПЕЛЕНГ С2|С2(?![-\d])|C2(?![-\d])|КОМАНДНО-СПОСТЕРЕЖНИЙ ПУНКТ|COMMAND AND CONTROL|КНП|КСП
10062500001601000000,СПОСТЕРЕЖНИЙ ПУНКТ (СП)|СПОСТЕРЕЖНИЙ ПУНКТ|СП|НАБЛЮДАТЕЛЬНЫЙ ПУНКТ (НП)|НП|НАБЛЮДАТЕЛЬНОГО ПУНКТА|НАБЛЮДАТЕЛЬНОМУ ПУНКТУ|НАБЛЮДАТЕЛЬНЫМ ПУНКТОМ
10061002001100000000,ПУ / КШМ|ПУ/КШМ|ПУНКТ УПРАВЛІННЯ|КОМАНДНИЙ ПУНКТ|ПУ/КШМ|ПІДРОЗДІЛ УПРАВЛІННЯ|РОСІЙСЬКИЙ ПУ|ПУ|КП|Командування та управління
10061500001201020000,КШМ|КОМАНДНО ШТАБНАЯ МАШИНА
10062000001213060000,РЕМ.БАЗА|РЕМБАЗА|РЕМОНТНА БАЗА|БАЗА РЕМОНТУ
10061500322203000000,РЛС ТЕРЕК|КАСТА|91Н6|92Н6Е|96Л6Е|96Л6-ЦП|48Я6-К1|96L6-TSP|96L6-ЦП|55Ж6М|NEBO-M|91N6|НІОБІЙ-СВ|96Л6|76Н6|SPOON REST|CHEESE BOARD
10061500331111000000,ТЗМ БУК-М1|ТЗМ 9Т234 РСЗВ 9К58
10061500331111000000,ПУСКО-ЗАРЯДНА УСТАНОВКА|ПУСКОВО-ЗАРЯЖАЮЩАЯ УСТАНОВКА|ПУСКОВО-ЗАРЯЖАЮЩЕЙ УСТАНОВКИ|ПУСКОВО-ЗАРЯЖАЮЩУЮ УСТАНОВКУ
10061500351111040000,С-125|C-125
10061500331111070000,С-300ВМ|С-300В М|С-300В|SA-23|С-300В|С-300 В|C-300В|C-300 В|C-300B
10061500321111000000,С-300ПМ|С-400|C-300ПС|C-400|SA-21|TRIUMF
10061500001111000000,С-300|C-300
10061500321111000000,С-350|C-350
10061500331111050000,ТОР-М2|ЗРК ТОР|ТОР-M2|ТОР -M2|9К330|ТОР-М|ТОР М2|TOP М1|ТОР М1|SAM TOR M2|SAM TOR M1/M2|SA-15
10061500321111050000,ЗРК 9К33 ОСА|ЗРК ОСА|9K33 OSA|9K33 ОСА|ППО ОСА|ОСА|SA-8|OSA
10061500331111010000,СТРІЛА 10|СТРІЛА-10|СТРЕЛА-10|СТРІЛА-2М|9К32|СТРІЛА-3|9К34
10061500331111000000,ТУНГУСКА|2С6|SA-19
10061500331105000000,ЗСУ-23-4|ШИЛКА
10061500002203000000,1L122 1E|РЛС|АІСТЕНОК|АІСТЬОНОК|РЕР|1Л122-1E|1L1221E|1L122-1E|AISTENOK|1Л122-1Е
10061500001111000000,ППО|ЗРК
10061500332203000000,ЗООПАРК|ZOOPARK
10060100001101050000,СУ-34|СУ34
10060100001101000000,СУ-30|СУ-35С|СУ30|СУ35С
10060100001101000000,СУ-25|СУ25
10060100001102000000,МІ-24|КА-52|МІ-28|ML-24|KA-52|МИ-24|МИ24
10060100001102000000,МІ-8|ML-8|МИ-8|МИ8
10061500331116000000,ТОС-1А|ТОС-1|ТОС СОНЦЕПЬОК
10061500321116000000,БМ-30|БМ30|СМЕРЧ
10061500321116000000,БМ-27|БМ27|РСЗВ 9К57|9К57
10061500321116000000,ГРАД|9К51М|ТОРНАДО-Г|БМ-21|БМ21
10061500321116000000,РСЗВ|РСЗО
10061000001211000000,РОСІЙСЬКИЙ ПІДРОЗДІЛ ПВК|ПВК ВАГНЕРА|ПВК ВАГНЕР|ПВК
10061500331109000000,2С7|ПИОН|ПІОН
10061500331107000000,ГІАЦИНТ-С|2С5
10061500331109000000,МСТА-С|2С3|2С19
10061500331109010000,2С1|2С9|ГВОЗДИКА
10061500331109000000,САУ|САМОХОДНАЯ АРТИЛЛЕРИЙСКАЯ УСТАНОВКА|САМОХІДНА АРТИЛЛЕРІЙСЬКА УСТАНОВКА
10061500351107000000,ГІАЦИНТ-Б|2А36
10061500351109000000,Д-20|МСТА-Б|2А65
10061500351109000000,Д-30|Д-44|Д- 30
10061500351106010000,МТ-12|МТ12|РАПІРА
10061510331114030000,ТЮЛЬПАН|2С4
10062500002501000000,ВОГНЕВА ПОЗИЦІЯ|ВП АРТИЛЕРІЇ|ВП З РСЗО|АРТИЛЕРІЯ НА ВОГНЕВИХ ПОЗИЦІЯХ|АРТ. ПОЗИЦІЯ|ВОГНЕВІ ПОЗИЦІЇ|ВП
10061500351107000000,ГАРМАТИ|ПОЛЬОВА АРТИЛЕРІЯ|ГАРМАТА|ГАРМАТ|ОРУДИЕ
10061500001109000000,ГАБИЦІ|БУКСИРУВАНА АРТИЛЕРІЯ|ГАУБИЦЯ|ДАЛЕКОБІЙНА АРТИЛЕРІЯ|ГАУБИЦІ|СТВОЛЬНА АРТИЛЕРІЯ|АРТИЛЕРІЯ|АРТИЛЕРІЙСЬКІ УСТАНОВКИ|ARTILLERY|ГАУБИЦА|АРТИЛЕРІЙСЬКА СИСТЕМА|АРТИЛЛЕРИЙСКАЯ СИСТЕМА|АРТА|СТВОЛ|СТВОЛКА|СТВОЛЬНАЯ
10061500001109000000,ПРИЧЕПНА АРТИЛЕРІЯ|ПРИЧЕПУХА|БУКСОВАНА АРТИЛЕРІЯ|БУКСИРУЕМАЯ АРТИЛЛЕРИЯ
10061500001202000000,Т-72|Т-80|Т-64|Т-62|Т-90
10061500001112000000,ПТРК|ПРОТИВОТАНКОВЫЙ РАКЕТНЫЙ КОМПЛЕКС|ПТУР
10061500331112000000,9Р148|КОНКУРС|9Р149|ШТУРМ-С|9Р162|КОРНЕТ-Т|9Р157|ХРИЗАНТЕМА-С|РОБОТ
10061500321112000000,КОРНЕТ-Д|КОРНЕТ-ЕМ
10061500001117000000,ПУСКОВА УСТАНОВКА ПРОТИТАНКОВОЇ РАКЕТИ|ПУСКОВАЯ УСТАНОВКА ПРОТИВОТАНКОВОЙ РАКЕТЫ
10061500001202000000,ОБТ|ТАНК|ТАНКА|ТАНКИ
10061500001201000000,ББМ|МТЛБ|БМП|МТ-ЛБ|БМД|БОЙОВА БРОНЬОВАНА МАШИНА|БРОНЬОВАНІ МАШИНИ|ARMOR
10061500001201000000,БТР|БРОНЕТРАНСПОРТЕР
10061500351114030000,МІНОМЕТ 120 ММ|МИНОМЕТ 120 ММ|мин120
10061500001114000000,СЕРЕДНІЙ МІНОМЕТ|СРЕДНИЙ МИНОМЕТ|МИНОМЕТ
10061500001114000000,МІНОМЕТ|МИНОМЕТ|MORTAR|МИНАМЕТ|МИНОМЕТЫ|миномёт
10061500001203000000,БРЕМ-1
10061500001308000000,ЗЕМЛЕРИЙНА МАШИНА|ЗЕМЛЕРИЙНІ МАШИНИ|ЕКСКАВАТОР
10061500001311000000,БАТ-2
10061500001300000000,ІНЖЕНЕРНА ТЕХНІКА|ІНЖЕНЕРНОЇ ТЕХНІКИ|ІНЖЕНЕРНА МАШИНА|ІНЖЕНЕРНИХ МАШИН|ІНЖЕНЕРНІ МАШИНИ|ІНЖ. ТЕХ|ІНЖЕНЕРНА  МАШИНА
10061000001617000000,МТЗ
10062000001107010000,ПЕРЕПРАВА|МІСТ|ПЕРЕПРАВУ|BRIDGE CONSTRUCTION
10061500321409000000,ПАЛИВОЗАПРАВНИК|БЕНЗОВОЗІВ|ТРАНСПОРТ ПММ|ТОПЛИВОЗАПРАВНИКИ
10061500001408000000,ВАТ|ВАНТАЖІВКА|ВАНТАЖНИЙ АВТОМОБІЛЬ|ЛОГІСТИЧНОЇ ТЕХНІКИ|ВАНТАЖНИЙ ВІЙСЬКОВИЙ АВТОМОБІЛЬ|ВАНТАЖНІ ВІЙСЬКОВІ АВТОМОБІЛІ|ВАНТАЖНИХ ВІЙСЬКОВИХ АВТОМОБІЛІВ|УРАЛ|КАМАЗ З ТЕНТОМ|КАМАЗ|ЛОГІСТИЧНИЙ ТРАНСПОРТ|КАМАЗ|ВАНТАЖНІ АТ|ВАНТАЖНІ ВА|ВАНТАЖНИХ ВА|ГАЗ-66|ТРАНСПОРТНІ ЗАСОБИ ЛОГІСТИКИ|ВА|MILITARY CARGO VEHICLES
10061500001201100000,БРОНЕАВТОМОБІЛЬ|ТІГР
10061500321111000000,ПЛОЩАДКА ДЛЯ ПОСАДКИ ВЕРТОЛЬОТІВ|ПЛОЩАДКА ДЛЯ ПОСАДКИ ВЕРТОЛЕТОВ|ВЕРТОЛЕТНАЯ ПЛОЩАДКА
10060100001102000000,ГЕЛІКОПТЕР|ВЕРТОЛІТ
10061500001200000000,ОВТ|ОІВТ|ВТ/ВА|ВТ
10061500002013000000,НАМЕТ|НАКРИТТЯ
10061500002013000000,УСТ-56|М-10|ПА-10
10061000111219000021,НСУ|НСУ БПЛА|НАЗЕМНА СТАНЦІЯ УПРАВЛІННЯ БПЛА|БЕЗПІЛОТНІ ПОВІТРЯНІ СИСТЕМИ|GCS|НАЗЕМНА СТАНЦІЯ КЕРУВАННЯ БПЛА|UAV GCS
10061000001211000000,РОСІЙСЬКІ БОЙОВИКИ|ОС РОВ|ПІХОТА|INFANTRY|TROOPS
10061000001211000000,МОТОСТРІЛЕЦЬКИЙ ПІДРОЗДІЛ|МОТОСТРЕЛКОВОЕ ПОДРАЗДЕЛЕНИЕ
10061000001200000000,ВІЙСЬКОВИЙ ПІДРОЗДІЛ|ВІЙСЬКОВИЙ ПІДРОЗДІЛ|РОСІЙСЬКІ ПІДРОЗДІЛИ|НЕВИЗНАЧЕНИЙ ПІДРОЗДІЛ|НЕВИЗНАЧЕНІ ПІДРОЗДІЛИ|ТАКТИЧНИЙ ПІДРОЗДІЛ СВ ЗС РФ
10061000001407000000,ІНЖЕНЕРНИЙ ПІДРОЗДІЛ|ИНЖЕНЕРНОЕ ПОДРАЗДЕЛЕНИЕ
10061500321410000000,ВОДОВОЗ
10061000001611000000,МТОР
10061500001304000000,ПМП|FLOATING BRIDGE
10061500001603000000,МІКРОАВТОБУС|УАЗ-452|БУХАНКА
10061500001605000000,ДЖИП|УАЗ-469
10061500001602000000,ПІКАП|УАЗ-39094
10062000001103000000,БОЄПРИПАСИ|СКЛАД БОЄПРИПАСІВ|СКЛАД ОЗБРОЄННЯ ТА БОЄПРИПАСІВ|СКЛАД БК|СКЛАДИ БОЄПРИПАСІВ|AMMUNITION CACHE
10063000001200000000,СУДНО ВМС|КОРАБЛЬ ВМФ
10060100001103000000,БПЛА|БЕЗПИЛОТНИК|ПТИЧКА
10060100001101070000,ІЛ-76|АН-140|АН-26|АН-72
10062000001207020000,ЛІКАРНЯ / ГОСПІТАЛЬ|ШПИТАЛЬ|СТАБІЛІЗАЦІЙНИЙ МЕДИЧНИЙ ПУНКТ|MEDICAL FACILITY
10062000001205000000,СКЛАД ПММ|СЛУЖБА ПММ
10062500001303000000,БЛОК-ПОСТИ|БЛОК-ПОСТ|БЛОК ПОСТИ|БЛОК ПОСТ|БЛОКПОСТ
10061500001601000000,ЛЕГКОВИЙ АВТОМОБІЛЬ|ЛЕГКОВИЙ ВІЙСЬКОВИЙ АВТОМОБІЛЬ|ЛЕГКОВІ ВІЙСЬКОВІ АВТОМОБІЛІ|ЛЕГКОВИХ ВІЙСЬКОВИХ АВТОМОБІЛІВ|АВТОМОБІЛЬ
10061500001407000000,ЛАТ
10062500002812000000,ІФО|ОКОПИ|БЛІНДАЖ|ФОРТ|ТРАНШЕЇ|КАПОНІР|ТРАНШЕЯ|ОКОП|ФОМ|БЛИНДАЖ
10062500002809000000,УКРИТТЯ|УКРЫТИЕ|ДОТ
10062000001212000000,ТЕЛЕКОМУНІКАЦІЙНА ВЕЖА|ТЕЛЕВЕЖА|ВЕЖА МОБІЛЬНОГО ЗВ'ЯЗКУ|ВЕЖА ТЕЛЕКОМУНІКАЦІЙ|ВЕЖА ЗВ'ЯЗКУ
10012000001205000000,Трансформатор|Трансформаторы|Трансформаторная подстанция|Трансформ
10062500003211000000,ТОЧКА ПІДБОРУ МЕДИЧНОЇ ЕВАКУАЦІЇ|ТОЧКА ЕВАКУАЦІЇ|ГРУПА ЕВАКУАЦІЇ
10061500001403000000,МЕДИЧНА ЕВАКУАЦІЯ|МЕДИЦИНСКАЯ ЭВАКУАЦИЯ|эвакуация|МЕДЕВАК
10061500001309000000,УР-77|УРКА|МЕТЕОРИТ
10061000001413000000,НАЗЕМНА МІНА|НАЗЕМНАЯ МИНА|МІНА|МИНА
10062000001208000000,КАЗАРМИ|МІСЦЕ ПРОЖИВАННЯ|КАЗАРМА|ПРОЖИВАННЯ ОС
10062000001120000000,СКЛАД|склады
10062500002707010000,МІННЕ ПОЛЕ|РАЙОН МІНУВАННЯ
10062000001205040000,НАФТОБАЗА|PETROL STATION
10064000001106000000,ВОГНЕВЕ УРАЖЕННЯ|ОГНЕВОЕ ПОРАЖЕНИЕ
10061500001112030000,МЕТИС-М|9К115-2|МЕТИС|ФАГОТ
10061500001103030000,СПГ|СПГ-9|копьё
10061000001110000000,АМ ЗВ’ЯЗКУ|ПЕЛЕНГ НЕВСТАНОВЛЕНОГО ОБЛАДНАННЯ|AR-2|COMMS STATION
10062000001205010000,ЕЛЕКТРОПІДСТАНЦІЯ|ЕЛЕКТРИЧНА ПІДСТАНЦІЯ
10061500321113000000,ІСКАНДЕР|ИСКАНДЕР
10061000001112000000,ВІДЕО (БОЙОВА КАМЕРА)|ВІДЕОКАМЕРА|ВІДЕО|ЗАСОБИ ВІДЕОСПОСТЕРЕЖЕННЯ|КОМПЛЕКС СПОСТЕРЕЖЕННЯ|Камера спостереження
10061500001103000000,ГРАНАТОМЕТ|CЕРЕДНІЙ ГРАНАТОМЕТ|АГС
10062000001119020000,НАВЧАЛЬНИЙ ТАБІР|НАВЧАЛЬНИЙ ПОЛІГОН РОВ
10061500001102000000,КУЛЕМЕТ|ПУЛЕМЕТ|ПКМ|Утёс|корд
10062000001213070000,ЗАЛІЗНИЧНА СТАНЦІЯ|ЗАЛІЗНИЧНІ СТАНЦІЇ|ЛОКОМОТИВНЕ ДЕПО
10062500003202000000,МІСЦЕ ПЕРЕЗАРЯДЖЕННЯ|МЕСТО ПЕРЕЗАРЯДКИ
10061500002103000000,ТМ-62|ТМ62|ТМ|ТМКА|ПТМ
10061500002102000000,ПНМ|ПМН|МОН|ОЗМ|ПНМКА|МОНКА|ОЗМКА|ПОМ|КПОМ
10062500003217000000,ПУНКТ ЗАГАЛЬНОГО ПОСТАЧАННЯ|TROOP SUSTAINMENT|WEAPONS / EQUIPTMENT SHIPMENT|ПОДВОЗ|ПОДВОЗКА|разгруз|разгрузка|ПОСТАЧАННЯ|выгрузка
10062000001214000000,WATER SUPPLY INFRASTRUCTURE|ИНФРАСТРУКТУРА ВОДОСНАБЖЕНИЯ
10062000001205000000,ENERGY FACILITY|ЭНЕРГЕТИЧЕСКИЙ ОБЪЕКТ|ЭНЕРГЕТИЧЕСКОЕ СООРУЖЕНИЕ
10061500001200000000,КВАДРОЦИКЛ|КВАДРАЦИКЛ|МОТОЦИКЛ
10013000001208000000,ЧОВЕН|ЧОВНИ|СУДНО|СУДНА|СУДНУ|СУДНОМ|СУДНАМИ|СУДНА|ЛОДКА|ЛОДКИ
10011500001407000000,АТ|АВТО|ПИКАП|ПІКАП
10060100001103000100,fpv|фпв|камик|камикадзе|фпвшники
10012000000000000000,СПОРУДА|СТРОЕНИЕ|BUILDING
10061500001304000000,ПМП|FLOATING BRIDGE|ПОНТОН
30061500001314000000,СПЕЦІАЛЬНА ТЕХНІКА|СПЕЦТЕХНІКА|СПЕЦТЕХНІКА|СПЕЦТЕХНИКА|СПЕЦИАЛЬНАЯ ТЕХНИКА
10061000141211040000,МСВ|МВ
10061000151211040000,МСР|МР
10061000161211040000,МСБ|МБ|ОМСБ
10061000161211000000,СБ|ОСБ
10061000161205000000,ТБ
10061000171205000000,ТП
10061000181205000000,ОТБ|ТБ
10061000161205010000,(?=.*ОРБ)(?=.*ТД)
10061000161205010000,(?=.*ОРБ)(?=.*МСД)
10061000161213000000,ОРБ
10061000181213000000,ОБРР
10061000171211020000,МСП|МОТОРИЗИРОВАНЫЙ ПОЛК|ОМСП
10061000001211040000,(?=.*ОМСБ)(?=.*ТРВ)
10061000181211040000,ОМСБР|МСБР|ОМСБ|ОМБР
10061000001211040000,МОТОСТРЕЛКОВОЕ|МОТОСТРЕЛЕЦКИЙ|МОТОСТРЕЛКИ
10061000141201000000,ДШВ|ПДВ
10061000151201000000,ДШР|ПДР
10061000161201000000,ДШБ|ПДБ
10061000171201000000,ДШП|ПДП
10061000181201000000,ОДШБР|ДШБР|ПДБР
10061000211201000000,ВДД|ПДД
10061000001201000000,ВДВ|ДЕСАНТНИКИ|ДЕСАНТУРА|ДЕСАНТ
10061000001203000000,ОБМП|ОБРМП|ОПМП
10061000001217000000,СПП|СППН|ОБРСПН|ОБСПП|ОРСПП|ОРСППН|ОБРСППН?|ОРШЗ|СПЕЦНАЗ|СПЕЦНАЗУ|СПЕЦНАЗА|ОПСППН?|ОПСПН
10061000151211000000,РОТА
10061000161211000000,БАТ|БАТАЛЬОН|БАТАЛЬЙОН
10061000171211000000,ПОЛК|ОСП
10061000001211001400,ОПСН|АХМАТОВЦІ|АХМАТИ|АХМАТ|КАДИРОВЦІ|ОБРОП|ОБОП
10061000001211000100,ДРШБР|ДРШЗ|ДРШО|ОДРШБР|ОКРШЗ|ШЗ
10061000001211000000,ТРВ|ТЕРВ|ПЕХОТА|ПЕХОТНЫЙ|ПІХОТА|ПІХОТНИЙ|БАРС|ЗАГІН|ОТРЯД|АК|ЗВА|ОВА|ЗСБ|ОБТФ|ТРО|ЧВК|ВБ|ОРЕЗБ|ОРР|ЕСПАНЬОЛА|ОБР|ОСП|ООБПДС|КСБ|ПІХОТИНЕЦЬ|ПЕХОТИНЕЦЬ|піхотний підрозділ
10061500331201000000,BMD|БМД
10061500331201000000,BMO-T|БМО-Т
10061500331201000000,BMP-1|БМП-1
10061500331201000000,BMP-2|БМП-2
10061500331201000000,BMP-2M|БМП-2М
10061500331201000000,BMP-3|БМП-3
10061500331201000000,BMP-SERIES|БМП
10061500321201000000,BRDM-2|БРДМ-2
10061500331201000000,BRM-1K|БРМ-1К
10061500331201000000,BRM-3K|БРМ-3К
10061500321201000000,BTR-60|БТР-60
10061500321201000000,BTR-70|БТР-70
10061500321201000000,BTR-80|БТР-80
10061500321201000000,BTR-82|БТР-82
10061500321201000000,BTR-90|БТР-90
10061500331201000000,BTR-D|БТР-Д
10061500321201000000,BTR-SERIES|БТР
10061500331412000000,MT-LB|МТ-ЛБ
10061500001201000000,SBA-60K2|СБА-60К2
10061500001202000000,T-14|Т-14
10061500001202000000,T-62|Т-62
10061500001202000000,T-64|Т-64
