sidc,patterns
10061500001202000000,T-72|Т-72
10061500001202000000,T-80|Т-80
10061500001202000000,T-90|Т-90
10061000001303000000,1V12M|1В13
10061000001303000000,1V152|1В152
10061000001303000000,1V198|1В198|Канонада
10061500001109000000,2A18|2А18|Д-30
10061500001106000000,2A29|МТ-12|2А29|Рапіра
10061500331106000000,2S25|СПРУТ-СД|СПРУТ-СДМ1
10061500001109000000,2A36|2А36|Гиацинт-Б
10061500351109000000,2A65|2А65|Мста-Б
10061500001114000000,2B11|2С12|Сани
10061500001114000000,2B14|2Б14-1|Поднос
10061500351109000000,2B16|2Б16|Нона-К
10061500001114000000,2B9|2Б9М|Василек
10061500331109000000,2S1|2С1|Гвоздика
10061500001114000000,2S12|2С12
10061500331109000000,2S19|2С19|Мста-С
10061500321114000000,2S23|2С23|Нона-СВК
10061500331109000000,2S3|2С3|Акация
10061500331109000000,2S34|2С34|Хоста
10061500331109000000,2S35|2С35|Коалиция-СВ
10061500331114000000,2S4|2С4|Тюльпан
10061500331109000000,2S5|2С5|Гиацинт
10061500321114000000,2S9|2С9|Нона-С
10061500331109000000,2S7M|2С7|Пион
10061000001303000000,AZK-7|1Б33|АЗК-7|Мезотрон
10061500001116000000,BM-21|БМ-21|Град
10061500001116000000,BM-27|БМ-27|Ураган
10061500001116000000,BM-30|БМ-30|Смерч
10061000001303000000,PRP-4|1В121|ПРП-4
10061000001303000000,PRP-4A|1В166|ПРП-4А
10061500001116000000,TOS-1|ТОС-1|Солнцепек
10061500351109000000,D-20|Гармата-гаубиця|Д-20
10061500331105000000,SHILKA|ЗСУ-23-4|Шилка
10061500001113000000,9K720|Искандер–М|9К720
10060100001101000000,IL-22|Іл-22
10060100001101000000,IL-76|Іл-76
10060100001101000000,MIG 29|Міг-29
10060100001101000000,MIG 31|Міг-31
10060100001101000000,SU-24|Су-24
10060100001101000000,SU-25|Су-25
10060100001101000000,SU 27|Су27
10060100001101000000,SU-30|Су-30
10060100001101000000,SU-30SM|Су-30СМ
10060100001101000000,SU-34|Су-34
10060100001101000000,SU-35|Су-35
10060100001101000000,SU-57|Су-57
10060100001101000000,SU-24M|Су-24M
10060100001101000000,TU-160|Ту-160
10060100001101000000,TU-22M3|Ту-22М3
10060100001101000000,TU-95MC|Ту-95МС
10060100001102000000,MI-8|Мі-8
10060100001102000000,MI-8 HIP|Мі-8
10060100001102000000,KA-25PL|Ка-25ПЛ
10060100001102000000,MI-17|Мі-17
10060100001102000000,KA-52|Ка-52
10060100001102000000,KA-50|Ка-50
10060100001102000000,MI-28|Мі-28
10060100001102000000,MI-24|Мі-24
10060100001102000000,MI-35|Мі-35
10061000001303000000,1B110|1В110
10061000001100000000,AKATSIYA-ME|Акация-МЕ
10061500001201000000,R145BM|Р-145БМ
10061500001201000000,R149BMR|Р-149БМР|Кушетка-Б
10061500001201000000,R149MA1|Р-149МА1
10061500001201000000,R-166|Р-166
10061500001203000000,REM-KS|РЕМ-КС
10061000001110000000,R-430l|Р-430Л
10061000001505000000,KAMAZ|КАМАЗ
10061500001311000000,B10M2S|Б10М2С
10061500331203000000,BREM-1|БРЕМ-1
10061500331203000000,BREM-1M|БРЕМ-1М
10061500321203000000,BREM-K|BREM-К
10061500331203000000,BREM-L|BREM-Л
10061500331308000000,BTM-3|БТМ-3
10061500001311000000,BTS-150B|БТС-150В
10061500321308000000,EOV-3521|ЕОВ-3521
10061500321308000000,EOV-3523|ЕОВ-3523
10061500321308000000,EOV-4421|ЕОВ-4421
10061500331310000000,GMZ-3|ГМЗ-3
10061500331201000000,IRM ZHUK|ІРМ ЖУК
10061500331309000000,IRM-2|ІРМ-2
10061500321310000000,ISDM ZEMLEDELIYE|ІСМ Земледелие
10061500321315000000,KS-3574|КСМ-3574
10061500331309000000,UR-77|УР-77
10061500321315000000,KS-45731|КС-45731
10061500321315000000,KS-55729-7M|КС-55729-7М
10061500001305000000,MTU|МТУ
10061500331308000000,MDK-3|МДК-3
10061500331305000000,MTU-72|МТУ-72
10061500331305000000,MTU-90|МТУ-90
10061500321307000000,PBU-100|ПБУ-100
10061500321304000000,PONTOON BRIDGE|понтонний міст
10061500321304000000,PP-2005|ПП-2005
10061500321304000000,PP-91|ПП-91
10061500321203000000,REM-KL|РЕМ-КЛ
10061500321301000000,TMM-3|ТММ-3
10061500321301000000,TMM-6|ТММ-6
10060100001103000000,FORPOST-R|ФОРПОСТ-Р
10060100001103000000,KUBBLA|Куб-БЛА
10060100001103000000,LASTOCHKA-M|ЛАСТОЧКА-М
10060100001103000000,MOHAJER-6|Мохаджер-6
10060100001103000000,ONE-WAY ATTACK UAV|Дрон-камікадзе
10060100001103000000,ORION|Оріон|Орион
10060100001103000000,ORLAN|Орлан-10
10061000001505000000,R-934 JAMMER|Р-934
10061000001505000000,R-934BMV|Р-934БМВ|Борисоглебск
10061000001505000000,R-934BMV JAMMER|Р-934БМВ|Борисоглебск
10061000001505000000,R-330ZH JAMMER|Р-330Ж|Житель
10061000001505000000,R-330ZH|Р-330Ж|Житель
10061000001505000000,R-330Zh Operations Vehicle|Р-330Ж|Житель
10061000001505000000,R-330Zh Antenna Trailer|Р-330Ж|Житель
10061000001505000000,POLE-21|Р-340РП|Поле 21
10061000001505000000,Leer-2|85Я6|Леер-2
10061000001505000000,Stryzh-3|Стриж-3
10061000001505000000,GNSS|подавлювач навігаційних супутників
10061000001505000000,R-330 JAMMER|Р-330Ж|Житель
10061000001505000000,POLE-21 JAMMER|Р-340РП|Поле 21
10061000001505000000,TOOTH RIDGE JAMMER|Р-340РП|Поле 21
10061500321111000000,SA-10|С-300П/ПС/ПТ
10061500331111000000,SA-11|9К37М1|Бук-М1
10061500331111000000,SA-12|9К81|С-300В
10061500331111000000,SA-13|9К35|Стрела-10
10061500331111000000,SA-15|9К330|Тор|TOR
10061500331111000000,SA-15B|9К331|Тор-М1
10061500331111000000,SA-15C|9К332|Тор-М2
10061500331111000000,SA-17|9К37М2|Бук-М2
10061500331111000000,SA-19|2С6|Тунгуска
10061500321111000000,SA-20|С-300ПМ/ПМУ
10061500321111000000,SA-21|С-400
10061500321111000000,SA-21 TEL|С-400
10061500321111000000,SA-22|96К6|Панцирь-С1|PANTSIR-S1|PANTSIR
10061500321111000000,SA-22A|96К6|Панцирь-С1
10061500321111000000,SA-22B|96К6|Панцирь-С2
10061500321111000000,SA22|96К6|Панцирь-С2
10061500321111000000,SA22B|96К6|Панцирь-С2
10061510321111000000,POSSIBLE SA-22B|96К6|Панцирь-С2
10061500331111000000,SA-23|С-300
10061500331111000000,SA23|С-300
10061500331111000000,SA-27|Бук-М3
10061500331111000000,SA27B|Бук-М3
10061500321111000000,SA-28|С-350
10061500321111000000,SA28|С-350
10061500321111000000,SA-28 TEL|С-350
10061500331111000000,SA-4|2К11|Круг
10061500001111000000,SA-5|С-200
10061500331111000000,SA-6|Куб
10061500321111000000,SA-8|9К33|Оса
10061500321111000000,SA8|9К33|Оса
10061500321111000000,SA-9|9К31|Стрела-1
10061500001105000000,ZU-23|ЗУ-23-2
10061500001201000000,SA-27 WAS COMMAND VEHICLE|9С510М|Бук-М3
10061500001201000000,FOREJUDGE A|КШМ ППО
10061500001201000000,FOREJUDGE D|КШМ ППО
10061500001201000000,LENINPLUM|9С510|Бук-М2
10061500331201000000,BARNAUL-T|Барнаул-Т
10061500001201000000,9S32T-1 Barnaul-T|Барнаул-Т
10061500001201000000,POLYANA-D4|Поляна-Д4
10061500331111000000,SCRUM HALF|9К330|Тор
10061500331111000000,SCRUM HALF A|9К331|Тор-М1
10061500331111000000,SCRUM HALF B|9К332|Тор-М2
10061500331111000000,CRABDISH|С-300ВМ
10061500331111000000,CRABDISH C|С-300ВМ
10061500331111000000,CRABDISH D|С-300ВМ
10061500331111000000,FIRE DOME|Бук-М1
10061500321111000000,LAND ROLL|9К33|Оса
10061500331111000000,HOT SHOT A|2С6|Тунгуска
10061500331111000000,HOT SHOT B|2С6|Тунгуска
10061500321111000000,GRAVEYARD|С-350
10061500321111000000,GRAVE YARD|С-350
10061500321111000000,TRICK SHOT|Панцирь
10061500321111000000,TRICK SHOT A|Панцирь-С1
10061500321111000000,TRICK SHOT B|Панцирь-С2
10061500331111000000,PAT HAND|2К11|Круг
10061500322203000000,VALDAY CUAS SYSTEM ROSC-1 RADAR|РОСК-1
10061500322203000000,ROSC-1 RADAR|РОСК-1
10061500322203000000,ROSK 1|РОСК-1
10061500332203000000,ZOOPARK|1Л219|Зоопарк
10061500332203000000,ZOOPARK-1|1Л219|Зоопарк-1
10061500332203000000,ZOOPARK-1M|1Л219|Зоопарк-1M
10061500332203000000,ZOOPARK-1 RADAR|1Л219|Зоопарк-1
10061500332203000000,ZOOPARK-1M RADAR|1Л219|Зоопарк-1M
10061500322203000000,ROLLPARK|Ястреб-АВ
10061500322203000000,ROLL PARK|Ястреб-АВ
10061500322203000000,BIG BIRD|91Н6|С-300ПМ/ПМУ
10061500322203000000,BIG BIRD A|91Н6А|С-300ПМ/ПМУ
10061500322203000000,BIG BIRD D|91Н6М|С-300ПМ/ПМУ
10061500322203000000,BIG BIRD E|91Н6|С-300ПМ/ПМУ
10061500322203000000,GRAVESTONE|92Н6Е|С-400
10061500332203000000,GRILL PAN|9С32|С-300В
10061500332203000000,GRILL PAN B|9С32|С-300В
10061500332203000000,GRILL SCREEN|9С32М|С-300ВМ
10061500332203000000,HIGH SCREEN|9С19|Имбирь
10061500332203000000,SA23 HIGH SCREEN|9С19|Имбирь
10061500332203000000,BILL BOARD|9С15|Обзор-3
10061500332203000000,MODIFIED BILL BOARD|9С15М|Обзор-3
10061500332203000000,SA23 BILL BOARD A2|9С15|Обзор-3
10061500322203000000,TOMBSTONE|64Н6Е|С-300В
10061500322203000000,TOMB STONE|64Н6Е|С-300В
10061500322203000000,CLAM SHELL|76Н6|С-300В
10061500322203000000,MOUSETRAP|96Л6E-АП|С-300
10061500322203000000,MOUSE TRAP|96Л6E-АП|С-300
10061500322203000000,MOUSE TRAP RADAR|96Л6E-АП|С-300
10061500332203000000,CHAIR BACK|9С36|Бук-М2
10061500332203000000,MEAN BACK|9С36М|Бук-М3
10061500332203000000,SA-27 FIRE-CONTROL RADAR|9С36М|Бук-М3
10061500332203000000,BIG BACK|СТ-67|Салют
10061500332203000000,BIG MESH|П-30|Хрусталь
10061500322203000000,FLAT FACE|Каста-2Е
10061500322203000000,FLAT FACE A|П-15|Тропа
10061500322203000000,FLAT FACE E|Каста-2Е2
10061500322203000000,THIN SKIN|ПРВ-9|Наклон-2
10061500322203000000,THIN SKIN A|ПРВ-9|Наклон-2
10061500322203000000,TIN SHIELD|СТ-68
10061500322203000000,TIN SHIELD A|СТ-68У
10061500322203000000,TIN SHIELD E|СТ-68УМ
10061500322203000000,SPOON REST|П-18|Терек
10061500322203000000,SPOON REST D3|П-18|Терек
10061500322203000000,SPOON REST D6|П-18|Терек
10061500322203000000,BOW RACK|55Ж6М|Небо-М
10061500322203000000,HALF RACK|1Л125|Ніобій-СВ
10061500322203000000,TALL RACK|55Ж6У|Небо-У
10061500352203000000,LOW CARD|Противник-ГЕ
10061500352203000000,LOW CARD B|Противник-ГЕ
10061500332203000000,SNOW DRIFT|9С18|Купол» ЗРК «Бук
10061500332203000000,SNOW DRIFT MOD|9С18М|Купол» ЗРК «Бук
10061500332203000000,SA27B SNOWDRIFTMOD|9С18М|Купол» ЗРК «Бук
10061500332203000000,TOKEN|П-20|Перископ
10061500002203000000,1L122|1Л122|Гармонь
10061500322203000000,CHIN STRAP|80К6M
10061500322203000000,CHEESEBOARD|96Л6Е
10061500322203000000,CHEESE BOARD|96Л6Е
10061500322203000000,CHEESE BOARD RADAR|96Л6Е
10061500322203000000,CHEESE TRAP|96Л6Е
10061500332203000000,TUBE ARM|9С18|Купол-М
10061500322203000000,FLAP LID|30Н6Е
10061500322203000000,FLAP LID A|30Н6Е
10061500002203000000,AISTENOK|1Л271|Аистёнок
10061500352203000000,BAR LOCK|П-35|Сатурн
10061500352203000000,BAR LOCK A|П-35|Сатурн
10061500322203000000,BOX SPRING|1Л13-3|Небо-СВ
10061500322203000000,FLIP CARD|55Ж6М|Небо-М
10061500322203000000,FLIP CARD RADAR|55Ж6М|Небо-М
10061500352203000000,THIN CARD|Противник-ГЕ
10061500322203000000,ODD PAIR|ПРВ-13
10061500322203000000,POP GROUP|М-4|Оса-М
10063000001211000000,BASS TILT|МР-123|Вимпел-А
10061500322203000000,TWO SPOT|РСП-7
10061500002203000000,SHEET BEND|МР-10
10061500322203000000,TALL KING|П-14|Лена
10061500332203000000,1L122-1|1Л122|Гармонь
10061500322203000000,STRAIGHT FLUSH|1С91|Куб
10061500322203000000,TALL SHIELD|48Я6-К1|К1
10061500322203000000,TALL SHIELD A|48Я6-К1|К1
10061500322203000000,BOW RACK|РЛМ-М|55Ж6УМЕ
10061500002203000000,FLASH DANCE|БРЛС-8Б|Заслон
10061500002203000000,LIRA-A10|Ліра-А10
10063000001211000000,MR-231|МР-231|Наяда
10063000001211000000,MR-231-2|МР-231-2|Лиман
10063000001211000000,SQUARE TIE|МР-331
10061500332203000000,DOG EAR|ППРУ-1
10061500002203000000,LONG TALK|РСП-10
10061500322203000000,NEBO-SVU|1Л13-3|Небо-СВ
10061500322203000000,MONOLIT-B|Моноліт-Б
10061500002203000000,BIG BAR|1Л117
10061500002203000000,1L117|1Л117
10063000001211000000,PEEL GROUP A|М-1|Волна
10061500322203000000,FIRE SHARK|64Л6|Гамма-С1
10061500002203000000,NO35 IRBIS|Н035|ІрбІс
10061500002203000000,NO11M BARS|Н011|Барс
10061500002203000000,NO11M BARS-R|Н011|Барс
10061500002203000000,ATCR-33S|ATCR-33S
10063000001211000000,CROSS DOME|МР-352|Позитив
10061500002203000000,SNOW FACE|РЛС керування повітряним рухом
10061500352203000000,HAY RICK|РСБН-42
10061500352203000000,BACK TRAP|64Ж6
10061500352203000000,HAY POLE|РСБН-42
10060100001101000000,DROP KICK|Су-24
10060100001101000000,SLAP SHOT|SLAP SHOT
10061500002203000000,LIFE RAT|LIFE RAT
10061500002203000000,SHARP EYE|SHARP EYE
10061500002203000000,TOAD STOOL 1|TOAD STOOL 1
10061500002203000000,COBRA|COBRA
10061500002203000000,G-BAND MET|G-BAND MET
10061500002203000000,BLITZ BOSS|BLITZ BOSS
10061500002203000000,LOBSTERBLOKE A|LOBSTERBLOKE A
10061500002203000000,PLANK SHAVE A|PLANK SHAVE A
10061500002203000000,PLANK SHAVE B|PLANK SHAVE B
10061500002203000000,PIN BAR|PIN BAR
10061500002203000000,ONE EYE|ONE EYE
10061500002203000000,PIN LIP|PIN LIP
10061500002203000000,FURUNO FAR-28X7|FURUNO FAR-28X7
10061500002203000000,FLAT BOWL|FLAT BOWL
10061500002203000000,CAESAR|CAESAR
10061500002203000000,DOG TAIL|DOG TAIL
10061500002203000000,SEA GIRAFFE 100|SEA GIRAFFE 100
10061000001206000300,Helicopter\s+(Regiment|Squadron|Brigade)